ReleveAnnee,ReleveMois,NoOrdre,TitreRMC,AdopCSRegleVote,AdopCSAbs,AdoptCSContre,NoCELEX,ProposAnnee,ProposChrono,ProposOrigine,NoUniqueAnnee,NoUniqueType,NoUniqueChrono,ProposSplittee,Suite2LecturePE,CouncilPath,Notes
2010,5,1,"Directive 2010/35/EU of the European Parliament and of the Council of 16 June 2010 on transportable pressure equipment and repealing Council Directives 76/767/EEC, 84/525/EEC, 84/526/EEC, 84/527/EEC and 1999/36/EC (Text with EEA relevance)",V,,,32010L0035,2009,482,COM,2009,COD,131,,,,
2010,5,2,"Regulation (EU) No 540/2010 of the European Parliament and of the Council of 16 June 2010 amending Council Regulation (EC) No 1085/2006 establishing an Instrument for Pre-Accession Assistance (IPA)",V,,,32010R0540,2009,588,COM,2009,COD,163,,,,
2010,6,1,"Regulation (EU) No 539/2010 of the European Parliament and of the Council of 16 June 2010 amending Council Regulation (EC) No 1083/2006 laying down general provisions on the European Regional Development Fund, the European Social Fund and the Cohesion Fund as regards simplification of certain requirements and as regards certain provisions relating to financial management",V,"CZ, MT, PL,
SI, SK, UK",,32010R0539,2009,384,COM,2009,COD,107,,,,
2010,6,2,"Directive 2010/41/EU of the European Parliament and of the Council of 7 July 2010 on the application of the principle of equal treatment between men and women engaged in an activity in a self-employed capacity and repealing Council Directive 86/613/EEC",V,"HU, UK",,32010L0041,2008,636,COM,2008,COD,192,,,,
2010,6,3,"Decision No 661/2010/EU of the European Parliament and of the Council of 7 July 2010 on Union guidelines for the development of the trans-European transport network Text with EEA relevance",V,,,32010D0661,2009,391,COM,2009,COD,110,,,,
2010,6,4,"Regulation (EU) No 641/2010 of the European Parliament and of the Council of 7 July 2010 amending Council Regulation (EC) No 247/2006 laying down specific measures for agriculture in the outermost regions of the Union",V,,,32010R0641,2009,510,COM,2009,COD,138,,,,
2010,6,5,"Regulation (EU) No 640/2010 of the European Parliament and of the Council of 7 July 2010 establishing a catch documentation programme for bluefin tuna Thunnus thynnus and amending Council Regulation (EC) No 1984/2003",V,,,32010R0640,2009,406,COM,2009,COD,116,,,,
2010,6,6,"Directive 2010/45/EU of the European Parliament and of the Council of 7 July 2010 on standards of quality and safety of human organs intended for transplantation",V,,,32010L0053,2008,818,COM,2008,COD,238,,,,
2010,6,7,"Decision No 388/2010/EU of the European Parliament and of the Council of 7 July 2010 providing macrofinancial assistance to Ukraine",V,,,32010D0646,2009,580,COM,2009,COD,162,,,,"N°Celex on Pre-lex document is wrong (32010D0646R(01). IT refers to the corrigendum to the act. The right N°Celex is 32010D0646 as indicated on ŒIL document. NoUniqueType on Celex document is wrong (CNS). COD as indicated on ŒIL and Pre-lex documents is correct"
2010,7,1,"Decision No 862/2010/EU of the European Parliament and of the Council of 22 September 2010 on the participation of the Union in a Joint Baltic Sea Research and Development Programme (BONUS) undertaken by several Member States Text with EEA relevance",V,,,32010D0862,2009,610,COM,2009,COD,169,,,,
2010,7,2,"Council Directive 2010/45/EU of 13 July 2010 amending Directive 2006/112/EC on the common system of value added tax as regards the rules on invoicing",U,,,32010L0045,2009,21,COM,2009,CNS,9,,,,
2010,9,1,"Regulation (EU) No 911/2010 of the European Parliament and of the Council of 22 September 2010 on the European Earth monitoring programme (GMES) and its initial operations (2011 to 2013) Text with EEA relevance",V,,,32010R0911,2009,223,COM,2009,COD,70,,,,
2010,9,2,"Regulation (EU) No 912/2010 of the European Parliament and of the Council of 22 September 2010 setting up the European GNSS Agency, repealing Council Regulation (EC) No 1321/2004 on the establishment of structures for the management of the European satellite radio navigation programmes and amending Regulation (EC) No 683/2008 of the European Parliament and of the Council",V,,,32010R0912,2009,139,COM,2009,COD,47,,,,
2010,9,3,"Regulation (EU) No 913/2010 of the European Parliament and of the Council of 22 September 2010 concerning a European rail network for competitive freight Text with EEA relevance",V,PL,DK,32010R0913,2008,852,COM,2008,COD,247,,,,
2010,10,1,"Regulation (EU) No 1231/2010 of the European Parliament and of the Council of 24 November 2010 extending Regulation (EC) No 883/2004 and Regulation (EC) No 987/2009 to nationals of third countries who are not already covered by these Regulations solely on the ground of their nationality",,,,32010R1231,2007,439,COM,2007,COD,152,,Y,,"Propos* is missing on Celex document"
2010,10,2,"Directive 2010/64/EU of the European Parliament and of the Council of 20 October 2010 on the right to interpretation and translation in criminal proceedings",V,,,32010L0064,2010,82,COM,2010,COD,50,,,,"Propos* is missing on Celex document. Pre-lex and OEIl documents are not complete since the proposal has been withdrawn by the Commission. N°Celex is missing on ŒIL and Pre-lex documents"
2010,10,3,"Council Regulation (EU) No 904/2010 of 7 October 2010 on administrative cooperation and combating fraud in the field of value added tax",U,,,32010R0904,2009,427,COM,2009,CNS,118,,,,
2010,10,4,"Directive 2010/73/EU of the European Parliament and of the Council of 24 November 2010 amending Directives 2003/71/EC on the prospectus to be published when securities are offered to the public or admitted to trading and 2004/109/EC on the harmonisation of transparency requirements in relation to information about issuers whose securities are admitted to trading on a regulated market Text with EEA relevance",V,,,32010L0073,2009,491,COM,2009,COD,132,,,,"Propos* is missing on Celex document"
2010,10,5,"Directive 2010/76/EU of the European Parliament and of the Council of 24 November 2010 amending Directives 2006/48/EC and 2006/49/EC as regards capital requirements for the trading book and for re-securitisations, and the supervisory review of remuneration policies Text with EEA relevance",V,,,32010L0076,2009,362,COM,2009,COD,99,,,,
2010,10,6,"Decision No 938/2010/EU of the European Parliament and of the Council of 20 October 2010 providing macro-financial assistance to the Republic of Moldova",V,,,32010D0938,2010,302,COM,2010,COD,162,,,,
2010,10,7,"Regulation (EU) No 994/2010 of the European Parliament and of the Council of 20 October 2010 concerning measures to safeguard security of gas supply and repealing Council Directive 2004/67/EC Text with EEA relevance",V,,,32010R0994,2009,363,COM,2009,COD,108,,,,
2010,10,8,"Directive 2010/65/EU of the European Parliament and of the Council of 20 October 2010 on reporting formalities for ships arriving in and/or departing from ports of the Member States and repealing Directive 2002/6/EC Text with EEA relevance",V,,,32010L0065,2009,11,COM,2009,COD,5,,,,"Propos* is missing on Celex document"
2010,10,9,"Regulation (EU) No 995/2010 of the European Parliament and of the Council of 20 October 2010 laying down the obligations of operators who place timber and timber products on the market Text with EEA relevance",V,"PT, CZ",SE,32010R0995,2008,644,COM,2008,COD,198,,,,
2010,10,10,"Regulation (EU) No 1177/2010 of the European Parliament and of the Council of 24 November 2010 concerning the rights of passengers when travelling by sea and inland waterway and amending Regulation (EC) No 2006/2004 Text with EEA relevance",V,,,32010R1177,2008,816,COM,2008,COD,246,,,,
2010,10,11,"Regulation (EU) No 996/2010 of the European Parliament and of the Council of 20 October 2010 on the investigation and prevention of accidents and incidents in civil aviation and repealing Directive 94/56/EC Text with EEA relevance",V,,,32010R0996,2009,611,COM,2009,COD,170,,,,"ProposChrono is wrong on Celex document (661). 611 as indicated on Pre-lex document is correct. NoUniqueChrono on Pre-lex  document are wrong (996). Therefore, ŒIL link on Pre-lex document does not work. The right NoUniqueChrono is 170 as indicated on celex document"
2010,10,12,"Council Directive 2010/66/EU of 14 October 2010 amending Directive 2008/9/EC laying down detailed rules for the refund of value added tax, provided for in Directive 2006/112/EC, to taxable persons not established in the Member State of refund but established in another Member State",U,,,32010L0066,2010,381,COM,2010,CNS,205,,,,
2010,11,1,"Directive 2010/75/EU of the European Parliament and of the Council of 24 November 2010 on industrial emissions (integrated pollution prevention and control) Text with EEA relevance",V,,,32010L0075,2007,844,COM,2007,COD,286,,,,"Propos* is missing on Celex document"
2010,11,2,"Regulation (EU) No 1091/2010 of the European Parliament and of the Council of 24 November 2010 amending Council Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement",V,,,32010R1091,2010,256,COM,2010,COD,137,,,,
2010,11,3,"Council Regulation (EU) No 1096/2010 of 17 November 2010 conferring
specific tasks upon the European Central Bank concerning the functioning of
the European Systemic Risk Board",U,,,32010R1096,2009,500,COM,2009,CNS,141,,,,"N°Celex on Pre-lex document is missing. See ŒIL document. Propos* and NoUnique* are missing on Celex document"
2010,11,4,"Regulation (EU) No 1092/2010 of the European Parliament and of the Council of 24 November 2010 on European Union macro-prudential oversight of the financial system and establishing a European Systemic Risk Board",V,,,32010R1092,2009,499,COM,2009,COD,140,,,,"Propos* is missing on Celex document"
2010,11,5,"Regulation (EU) No 1093/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Banking Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/78/EC",V,,,32010R1093,2009,501,COM,2009,COD,142,,,,"Propos* is missing on Celex document"
2010,11,6,"Regulation (EU) No 1094/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Insurance and Occupational Pensions Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/79/EC",V,,,32010R1094,2009,502,COM,2009,COD,143,,,,"Propos* is missing on Celex document"
2010,11,7,"Regulation (EU) No 1095/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Securities and Markets Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/77/EC",V,,,32010R1095,2009,503,COM,2009,COD,144,,,,"Propos* is missing on Celex document"
2010,11,8,"Directive 2010/78/EU of the European Parliament and of the Council of 24 November 2010 amending Directives 98/26/EC, 2002/87/EC, 2003/6/EC, 2003/41/EC, 2003/71/EC, 2004/39/EC, 2004/109/EC, 2005/60/EC, 2006/48/EC, 2006/49/EC and 2009/65/EC in respect of the powers of the European Supervisory Authority (European Banking Authority), the European Supervisory Authority (European Insurance and Occupational Pensions Authority) and the European Supervisory Authority (European Securities and Markets Authority) Text with EEA relevance",V,,,32010L0078,2009,576,COM,2009,COD,161,,,,"Propos* is missing on Celex document"
2010,11,9,"Regulation (EU, Euratom) No 1081/2010 of the European Parliament and of the Council of 24 November 2010 amending Council Regulation (EC, Euratom) No 1605/2002 on the Financial Regulation applicable to the general budget of the European Communities, as regards the European External Action Service",V,,,32010R1081,2010,85,COM,2010,COD,54,,,,
2010,11,10,"Regulation (EU, Euratom) No 1080/2010 of the European Parliament and of the Council of 24 November 2010 amending the Staff Regulations of Officials of the European Communities and the Conditions of Employment of Other Servants of those Communities",V,,,32010R1080,2010,309,COM,2010,COD,171,,,,
2010,11,11,"Regulation (EU) No 1090/2010 of the European Parliament and of the Council of 24 November 2010 amending Directive 2009/42/EC on statistical returns in respect of carriage of goods and passengers by sea Text with EEA relevance",V,,DE,32010R1090,2010,65,COM,2010,COD,41,,,,"Propos* is missing on Celex document"
2010,11,12,"2010/745/EU: Decision of the European Parliament and of the Council of 24 November 2010 on the mobilisation of the European Union Solidarity Fund, in accordance with point 26 of the Interinstitutional Agreement of 17 May 2006 between the European Parliament, the Council and the Commission on budgetary discipline and sound financial management",V,,,32010D0745,2010,534,COM,NULL,CS,NULL,,,,"Propos* is missing on Celex document"
2010,11,13,"Regulation (EU) No 1211/2010 of the European Parliament and of the Council of 15 December 2010 amending Council Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement",V,,,32010R1211,2010,358,COM,2010,COD,192,,,,"Propos* is missing on Celex document"
2010,11,14,"Regulation (EU) No 1235/2010 of the European Parliament and of the Council of 15 December 2010 amending, as regards pharmacovigilance of medicinal products for human use, Regulation (EC) No 726/2004 laying down Community procedures for the authorisation and supervision of medicinal products for human and veterinary use and establishing a European Medicines Agency, and Regulation (EC) No 1394/2007 on advanced therapy medicinal products Text with EEA relevance",V,,,32010R1235,2008,664,COM,2008,COD,257,,,,"Propos* is missing on Celex document"
2010,11,15,"Directive 2010/84/EU of the European Parliament and of the Council of 15 December 2010 amending, as regards pharmacovigilance, Directive 2001/83/EC on the Community code relating to medicinal products for human use Text with EEA relevance",V,SL,,32010L0084,2008,665,COM,2008,COD,260,,,,"Propos* is missing on Celex document"
2010,11,16,"Regulation (EU) No 1236/2010 of the European Parliament and of the Council of 15 December 2010 laying down a scheme of control and enforcement applicable in the area covered by the Convention on future multilateral cooperation in the North-East Atlantic fisheries and repealing Council Regulation (EC) No 2791/1999",V,SE,,32010R1236,2009,151,COM,2009,COD,51,,,,"Propos* is missing on Celex document"
2010,11,17,"Regulation (EU) No 1210/2010 of the European Parliament and of the Council of 15 December 2010 concerning authentication of euro coins and handling of euro coins unfit for circulation",V,,,32010R1210,2009,459,COM,2009,COD,128,,,,"Propos* is missing on Celex document. NoUniqueType on Celex document is wrong (CNS). COD as indicated on ŒIL and Pre-lex document is correct"
2010,12,1,"Regulation (EU) No 1233/2010 of the European Parliament and of the Council of 15 December 2010 amending Regulation (EC) No 663/2009 establishing a programme to aid economic recovery by granting Community financial assistance to projects in the field of energy",V,,,"32010R1233 ",2010,283,COM,2010,COD,150,,,,"Propos* is missing on Celex document"
2010,12,2,"Regulation (EU) No 1237/2010 of the European Parliament and of the Council of 15 December 2010 amending Council Regulation (EC) No 2187/2005 as regards the prohibition of highgrading and restrictions on fishing for flounder and turbot in the Baltic Sea, the Belts and the Sound",V,,,32010R1237,2010,325,COM,2010,COD,175,,,,"Propos* is missing on Celex document"
2010,12,3,"Council Directive 2010/88/EU of 7 December 2010 amending Directive 2006/112/EC on the common system of value added tax, with regard to the duration of the obligation to respect a minimum standard rate
",U,,,32010L0088,2010,331,COM,2010,CNS,179,,,,"Propos* is missing on Celex document"
2010,12,4,"Regulation (EU) No 1234/2010 of the European Parliament and of the Council of 15 December 2010 amending Council Regulation (EC) No 1234/2007 (Single CMO Regulation) as regards the aid granted in the framework of the German Alcohol Monopoly",V,"EE, PL",,32010R1234,2010,336,COM,2010,COD,183,,,,"N°Celex is missing on ŒIL document. Propos* is missing on Celex document"
2010,12,5,"Regulation (EU) No 1232/2010 of the European Parliament and of the Council of 15 December 2010 concerning European Union financial contributions to the International Fund for Ireland (2007 to 2010)",U,,,32010R1232,2010,12,COM,2010,COD,4,,,,"Propos* is missing on Celex document"
2010,12,6,"Regulation (EU) No 1238/2010 of the European Parliament and of the Council of 15 December 2010 amending Annex I to Council Regulation (EEC) No 2658/87 as regards the provision of duty-free treatment for specified pharmaceutical active ingredients bearing an ‘international non-proprietary name’ (INN) from the World Health Organization and specified products used for the manufacture of finished pharmaceuticals",V,,,32010R1238,2010,397,COM,2010,COD,214,,,,"Propos* is missing on Celex document"
2010,12,7,"2010/804/EU: Decision of the European Parliament and of the Council of 15 December 2010 on the mobilisation of the European Union Solidarity Fund, in accordance with point 26 of the Interinstitutional Agreement of 17 May 2006 between the European Parliament, the Council and the Commission on budgetary discipline and sound financial management",V,,,32010D0804,2010,578,COM,NULL,CS,NULL,,,,"Propos* is missing on Celex document"
2010,12,8,"Council Regulation (EU) No 1259/2010 of 20 December 2010 implementing enhanced cooperation in the area of the law applicable to divorce and legal separation",U,,,32010R1259,2010,105,COM,2010,CNS,67,,,,"Propos* is missing on Celex document. This act has been taken under the enhanced
cooperation: BE, BU, DE, ES,
FR, IT, LT, LU, HU,
MT, AT, PT, RO, SL"
